timestamp;status_code;length;output_file
2023-08-03 09:14:33;200;115064;/Users/ninajensen/Documents/KU/8. Semester/Introduction to Social Data Science/Afleveringer/Nina/teaching_materials/module_6
2023-08-03 09:14:34;200;115118;/Users/ninajensen/Documents/KU/8. Semester/Introduction to Social Data Science/Afleveringer/Nina/teaching_materials/module_6
2023-08-03 09:14:35;200;115307;/Users/ninajensen/Documents/KU/8. Semester/Introduction to Social Data Science/Afleveringer/Nina/teaching_materials/module_6
2023-08-03 09:14:36;200;115387;/Users/ninajensen/Documents/KU/8. Semester/Introduction to Social Data Science/Afleveringer/Nina/teaching_materials/module_6
2023-08-03 09:14:37;200;114843;/Users/ninajensen/Documents/KU/8. Semester/Introduction to Social Data Science/Afleveringer/Nina/teaching_materials/module_6
